language,length,average_word_length,frequency_of_1,frequency_of_0,frequency_of_01,frequency_of_10,frequency_of_11,frequency_of_00,nc,levenshtein,special,classe
"['01', '011', '10', '0010111']",4,3.5,1.7142857142857142,2.2857142857142856,1.1428571428571428,0.5714285714285714,0.2857142857142857,0.5714285714285714,16.0,3.1666666666666665,6.146534718697719e-06,True
"['0', '011101', '100001', '101100', '0100101']",5,5.2,2.692307692307692,2.3076923076923075,1.346153846153846,1.1538461538461537,0.7692307692307692,0.3846153846153846,25.0,3.8,0.012877760346247371,True
"['01001', '01', '111']",3,3.33,1.2012012012012012,1.8018018018018018,0.9009009009009009,0.3003003003003003,0.3003003003003003,0.3003003003003003,9.0,2.6666666666666665,4.200981266035998e-07,True
"['11', '010000']",2,4.0,1.25,0.75,0.25,0.25,0.5,0.25,4.0,5.0,4.3257628877994435e-07,True
"['1101000', '1110010', '100111', '11001']",4,6.25,1.7600000000000002,2.24,0.64,0.9600000000000001,0.64,0.64,16.0,3.0,0.028593418509822933,True
"['00', '111']",2,2.5,0.8,1.2,0.0,0.0,0.4,0.4,4.0,3.0,1.4557855872401973e-08,True
"['101', '00010', '001', '110101']",4,4.25,2.1176470588235294,1.8823529411764706,1.176470588235294,0.9411764705882353,0.47058823529411764,0.23529411764705882,16.0,2.5,8.637071904411288e-05,True
"['1010100', '110', '1010110', '10011', '10110', '0111100', '011', '100', '000']",9,4.78,4.393305439330543,4.602510460251045,1.6736401673640167,2.510460251046025,1.0460251046025104,1.4644351464435146,81.0,2.888888888888889,2694.260899600254,True
"['01', '001111', '0100110']",3,5.0,1.4000000000000001,1.6,0.8,0.4,0.4,0.6000000000000001,9.0,4.0,1.4072594009988575e-05,True
"['001', '011111', '11', '100000', '101111', '010111', '10010', '010001']",8,5.0,3.6000000000000005,4.3999999999999995,1.6,1.2,1.0,1.2,64.0,3.3214285714285716,107.05025906796364,True
"['0010000', '00001']",2,6.0,1.6666666666666665,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.8333333333333333,0.0,4.0,3.0,1.0668828660774588e-06,True
"['0100100', '10100', '110', '11', '00', '1110010', '1000100']",7,4.71,4.033970276008493,2.9723991507431,1.0615711252653928,1.910828025477707,1.48619957537155,0.6369426751592357,49.0,3.3333333333333335,1.4615173870652345,True
"['0000', '100010', '1111001']",3,5.67,1.763668430335097,1.234567901234568,0.3527336860670194,0.5291005291005291,0.7054673721340388,0.3527336860670194,9.0,3.6666666666666665,6.201646601643241e-06,True
"['0111', '0101', '1000110', '111100', '11100', '10']",6,4.67,2.569593147751606,3.426124197002141,0.8565310492505354,1.2847965738758031,0.6423982869379015,1.0706638115631693,36.0,3.2,0.08545088854635871,True
"['10', '0110110', '001011']",3,5.0,1.4,1.6,0.8,0.8,0.2,0.6000000000000001,9.0,3.6666666666666665,2.752266637362396e-05,True
"['1100', '000101', '01011', '0']",4,4.0,2.25,1.75,1.0,0.75,0.5,0.5,16.0,3.5,5.146617989633309e-05,True
"['11', '001011', '10110', '0100', '00001']",5,4.4,2.727272727272727,2.272727272727272,1.1363636363636362,0.9090909090909091,0.9090909090909091,0.6818181818181818,25.0,3.0,0.0027762621432275065,True
"['10', '000', '010001']",3,3.67,2.1798365122615806,0.8174386920980927,0.5449591280653951,0.5449591280653951,0.5449591280653951,0.0,9.0,3.0,1.4433074250638529e-06,True
"['11011', '1010', '0', '001111']",4,4.0,1.5,2.5,0.75,0.75,0.25,1.0,16.0,3.5,5.884597297679287e-05,True
"['100', '010', '00110', '1010001']",4,4.5,2.444444444444444,1.5555555555555554,0.8888888888888888,1.1111111111111112,0.6666666666666666,0.2222222222222222,16.0,3.1666666666666665,0.00014569606141784697,True
"['0111', '000000', '1110', '01', '10000', '1111']",6,4.17,3.117505995203837,2.8776978417266186,0.47961630695443647,0.47961630695443647,1.1990407673860912,0.9592326139088729,36.0,3.3333333333333335,0.010197097978778972,True
"['001111', '1010', '000', '1101']",4,4.25,1.8823529411764706,2.1176470588235294,0.7058823529411764,0.7058823529411764,0.47058823529411764,0.7058823529411764,16.0,3.0,3.328861714594317e-05,True
"['100110', '0110000', '1', '010']",4,4.25,2.3529411764705883,1.647058823529412,0.7058823529411764,0.9411764705882353,0.7058823529411764,0.47058823529411764,16.0,4.0,8.173404194875285e-05,True
"['1', '0001000', '01111']",3,4.33,1.6166281755196306,1.3856812933025404,0.4618937644341801,0.23094688221709006,0.4618937644341801,0.4618937644341801,9.0,5.0,6.054681580455183e-06,True
"['011111', '01101', '110', '010', '10001']",5,4.4,2.0454545454545454,2.954545454545454,1.1363636363636362,0.9090909090909091,0.22727272727272727,0.9090909090909091,25.0,2.8,0.0017135486470719035,True
"['001', '1110', '1']",3,2.67,1.1235955056179776,1.8726591760299627,0.37453183520599254,0.37453183520599254,0.37453183520599254,0.37453183520599254,9.0,2.6666666666666665,8.457421030633528e-08,True
"['00100', '00000']",2,5.0,1.8,0.2,0.2,0.2,0.8,0.0,4.0,1.0,2.662007930953504e-07,True
"['1000', '0']",2,2.5,1.6,0.4,0.0,0.4,0.4,0.0,4.0,3.0,3.32750991369188e-08,True
"['000111', '100001', '110', '1011101']",4,5.5,1.8181818181818183,2.1818181818181817,0.7272727272727273,0.7272727272727273,0.5454545454545454,0.5454545454545454,16.0,3.5,0.0005130656340516068,True
"['01001', '0011000', '1']",3,4.33,1.8475750577367205,1.1547344110854503,0.6928406466512702,0.4618937644341801,0.6928406466512702,0.23094688221709006,9.0,4.333333333333333,3.2623461778820804e-06,True
"['1000111', '11']",2,4.5,0.6666666666666666,1.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,4.0,5.0,5.968720907684809e-07,True
"['001', '1100111', '00001']",3,5.0,1.6,1.4,0.6000000000000001,0.2,0.8,0.4,9.0,3.3333333333333335,1.0250116996635028e-05,True
"['00011', '11', '10111']",3,4.0,1.0,2.0,0.5,0.25,0.25,0.75,9.0,2.6666666666666665,6.973906194112565e-07,True
"['0010001', '000001', '0']",3,4.67,2.355460385438972,0.6423982869379015,0.6423982869379015,0.21413276231263384,0.8565310492505354,0.0,9.0,4.0,3.019715246675381e-06,True
"['110000', '1', '0011', '0000000']",4,4.5,2.888888888888889,1.1111111111111112,0.2222222222222222,0.2222222222222222,1.3333333333333333,0.4444444444444444,16.0,4.5,0.00020697111663163493,True
"['01001', '011']",2,4.0,1.0,1.0,0.75,0.25,0.25,0.25,4.0,2.0,1.5597702720430687e-07,True
"['01', '0110', '01011']",3,3.67,1.3623978201634879,1.6348773841961854,1.0899182561307903,0.5449591280653951,0.0,0.5449591280653951,9.0,2.3333333333333335,9.913206617873724e-07,True
"['001011', '01', '000111', '1011111', '101100', '1111']",6,5.17,2.127659574468085,3.8684719535783363,1.160541586073501,0.7736943907156674,0.5802707930367506,1.3539651837524178,36.0,3.4,0.26239000604026236,True
"['0000', '1100', '01110']",3,4.33,1.8475750577367205,1.1547344110854503,0.23094688221709006,0.4618937644341801,0.6928406466512702,0.4618937644341801,9.0,2.3333333333333335,5.518120606872368e-07,True
"['101', '11001', '11100']",3,4.33,1.1547344110854503,1.8475750577367205,0.4618937644341801,0.6928406466512702,0.4618937644341801,0.4618937644341801,9.0,2.3333333333333335,8.246678736099709e-06,True
"['10100', '0111011', '00100', '1110010', '1001', '00101', '00001', '1110000', '011011', '00110']",10,5.6,5.357142857142857,4.642857142857142,2.142857142857143,1.9642857142857144,1.9642857142857144,1.25,100.0,2.9555555555555557,19165053.874551434,True
"['00100', '10']",2,3.5,1.4285714285714284,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.0,4.0,3.0,3.743448652903365e-08,True
"['00', '101', '010']",3,2.67,1.8726591760299627,1.1235955056179776,0.7490636704119851,0.7490636704119851,0.37453183520599254,0.0,9.0,1.6666666666666667,5.823142348960789e-08,True
"['100011', '0', '0101001', '1111101', '010011', '1001011', '0100010', '1110001', '010010']",9,6.0,4.5,4.5,2.333333333333333,1.9999999999999998,1.1666666666666665,0.9999999999999999,81.0,3.4722222222222223,4574300.395200767,True
"['1101010', '10100']",2,6.0,1.0,1.0,0.5,0.8333333333333333,0.16666666666666666,0.16666666666666666,4.0,2.0,7.095914890947934e-06,True
"['01', '001100', '01111']",3,4.33,1.3856812933025404,1.6166281755196303,0.6928406466512702,0.23094688221709006,0.4618937644341801,0.6928406466512702,9.0,3.3333333333333335,3.392673649501679e-06,True
"['000010', '111011', '0001', '100010', '010011', '111110', '11001']",7,5.57,3.4111310592459607,3.5906642728904847,1.2567324955116697,1.2567324955116697,1.0771992818671454,1.0771992818671454,49.0,2.7142857142857144,14.921268152175632,True
"['1100', '110', '111010', '1']",4,3.5,1.4285714285714284,2.571428571428571,0.2857142857142857,1.1428571428571428,0.2857142857142857,0.8571428571428571,16.0,2.6666666666666665,1.3697902529082229e-05,True
"['010001', '0000000']",2,6.5,1.6923076923076923,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.6153846153846154,0.0,4.0,3.0,4.525413482620957e-06,True
"['100', '101101', '1101', '0']",4,3.5,1.714285714285714,2.2857142857142856,0.8571428571428571,1.1428571428571428,0.2857142857142857,0.5714285714285714,16.0,2.8333333333333335,1.0042840858261305e-05,True
"['10001', '1101011', '1']",3,4.33,1.1547344110854503,1.8475750577367205,0.6928406466512702,0.6928406466512702,0.23094688221709006,0.4618937644341801,9.0,4.333333333333333,6.331974073262839e-06,True
"['00001', '000']",2,4.0,1.75,0.25,0.25,0.0,0.75,0.0,4.0,2.0,1.66375495684594e-08,True
"['000100', '000011', '110', '1']",4,4.0,2.5,1.5,0.5,0.5,1.0,0.5,16.0,4.0,4.322643347255357e-06,True
"['01', '101000', '10110']",3,4.33,1.6166281755196303,1.3856812933025404,0.6928406466512702,0.9237875288683602,0.23094688221709006,0.23094688221709006,9.0,3.0,4.644649254528248e-06,True
"['00011', '0100', '0']",3,3.33,2.1021021021021022,0.9009009009009009,0.6006006006006006,0.3003003003003003,0.6006006006006006,0.3003003003003003,9.0,3.3333333333333335,1.4419209625998147e-07,True
"['100001', '010']",2,4.5,1.3333333333333333,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0,4.0,4.0,5.53198523151275e-07,True
"['01', '1', '111100']",3,3.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,9.0,3.6666666666666665,3.493885409376474e-07,True
"['1101101', '101001']",2,6.5,0.7692307692307693,1.2307692307692308,0.6153846153846154,0.6153846153846154,0.15384615384615385,0.3076923076923077,4.0,2.0,1.459321066523495e-05,True
"['11101', '0000111', '10000', '010', '1001', '010000', '010001']",7,5.14,4.280155642023346,2.7237354085603114,1.3618677042801557,1.1673151750972763,1.556420233463035,0.38910505836575876,49.0,3.0,37.079764399106914,True
"['0111', '10', '10111']",3,3.67,0.8174386920980927,2.1798365122615806,0.5449591280653951,0.5449591280653951,0.0,0.5449591280653951,9.0,2.3333333333333335,1.3628926021496324e-06,True
"['1000010', '0100']",2,5.5,1.4545454545454546,0.5454545454545454,0.36363636363636365,0.5454545454545454,0.5454545454545454,0.0,4.0,4.0,2.20447531782087e-06,True
"['00', '111011', '1001100']",3,5.0,1.4000000000000001,1.6,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,9.0,4.666666666666667,1.0575935675684024e-05,True
"['00', '00010', '0110100']",3,4.67,2.1413276231263385,0.8565310492505354,0.6423982869379015,0.6423982869379015,0.6423982869379015,0.21413276231263384,9.0,3.6666666666666665,4.270304389237912e-07,True
"['111110', '1000100', '1011', '1111110']",4,6.0,1.3333333333333335,2.666666666666667,0.3333333333333333,0.8333333333333333,0.3333333333333333,1.0,16.0,3.3333333333333335,0.017046964308546353,True
"['0001', '00001', '10100', '11']",4,4.0,2.5,1.5,0.75,0.5,1.0,0.25,16.0,2.8333333333333335,4.478620374459665e-06,True
"['010110', '000110', '001011', '00', '0010010', '011110', '1110100', '100001', '101001', '1110001']",10,5.9,5.423728813559322,4.576271186440678,2.2033898305084745,2.2033898305084745,1.694915254237288,1.1864406779661016,100.0,3.2444444444444445,82783071.54870681,True
"['111', '0110001']",2,5.0,0.8,1.2,0.4,0.2,0.2,0.4,4.0,4.0,1.9653105427742664e-06,True
"['001', '1001011']",2,5.0,1.0,1.0,0.6000000000000001,0.4,0.4,0.2,4.0,4.0,4.2217782029965725e-07,True
"['010111', '1000', '1110', '1']",4,3.75,1.6,2.4,0.5333333333333333,0.8,0.26666666666666666,0.5333333333333333,16.0,3.3333333333333335,1.25415928340743e-05,True
"['001001', '011', '1011010', '0']",4,4.25,2.1176470588235294,1.8823529411764706,1.176470588235294,0.9411764705882353,0.47058823529411764,0.47058823529411764,16.0,3.8333333333333335,2.0152231914796445e-05,True
"['101010', '11000', '00', '011110', '11100', '0101011', '111101']",7,5.29,3.0245746691871456,3.9697542533081287,1.3232514177693762,1.7013232514177694,0.5671077504725898,1.3232514177693762,49.0,3.0,54.555132579462985,True
"['0110111', '1011', '0']",3,4.0,1.0,2.0,0.75,0.5,0.0,0.75,9.0,4.0,2.4706761109162206e-06,True
"['101111', '0', '1010111', '00110']",4,4.75,1.4736842105263157,2.526315789473684,0.8421052631578947,0.8421052631578947,0.21052631578947367,0.8421052631578947,16.0,3.6666666666666665,0.0004032671655214071,True
"['1110', '0010', '0']",3,3.0,1.6666666666666665,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,9.0,2.6666666666666665,6.266810337453041e-07,True
"['00', '00100']",2,3.5,1.7142857142857142,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.0,4.0,3.0,8.3187747842297e-09,True
"['00001', '10001']",2,5.0,1.4,0.6000000000000001,0.4,0.2,0.6000000000000001,0.0,4.0,1.0,1.0190499110681381e-07,True
"['100', '10', '11']",3,2.33,1.2875536480686696,1.7167381974248928,0.0,0.8583690987124464,0.4291845493562232,0.4291845493562232,9.0,1.3333333333333333,1.0398468480287124e-07,True
"['001', '1101100', '001111', '01', '10']",5,4.0,2.25,2.75,1.0,0.75,0.75,1.0,25.0,3.6,0.00020123948080530066,True
"['0000', '1100101', '0001100']",3,6.0,2.0,1.0,0.5,0.5,0.8333333333333333,0.3333333333333333,9.0,3.6666666666666665,1.7940824284655385e-05,True
"['0000', '001', '1110', '1010', '0010', '0010011', '11001']",7,4.43,4.063205417607224,2.9345372460496617,1.3544018058690745,1.3544018058690745,1.5801354401805872,0.6772009029345374,49.0,2.5238095238095237,0.019086516648179775,True
"['1010010', '111011', '011', '1101']",4,5.0,1.4,2.6,1.0,1.0,0.2,0.8,16.0,2.8333333333333335,0.000706427235136242,True
"['111011', '001101', '010100', '01', '1010', '11100', '0000001', '0011110', '100']",9,5.11,4.6966731898238745,4.305283757338551,1.761252446183953,1.761252446183953,1.5655577299412915,1.1741682974559686,81.0,3.4166666666666665,30086.238136483902,True
"['00000', '111', '110', '01000']",4,4.0,2.5,1.5,0.25,0.5,0.75,0.5,16.0,3.0,2.071374921273195e-06,True
"['101011', '00', '01', '101111', '1111100', '1100', '10']",7,4.14,2.6570048309178746,4.347826086956522,0.9661835748792271,1.4492753623188406,0.7246376811594204,1.4492753623188406,49.0,3.3333333333333335,0.21487837469964916,False
"['001', '010101', '111001', '0', '1111001', '010', '000100', '0100', '11001']",9,4.56,4.824561403508772,4.166666666666667,2.192982456140351,1.7543859649122808,1.5350877192982457,0.8771929824561404,81.0,3.0277777777777777,170.5021683713731,False
"['1', '11', '1110101', '0001011', '0101101']",5,4.8,1.875,3.1250000000000004,1.4583333333333335,1.0416666666666667,0.20833333333333334,0.8333333333333334,25.0,4.4,0.013807872572342353,False
"['0000011', '11', '0011001', '00', '0010', '100', '10', '010001']",8,4.12,5.0970873786407775,2.9126213592233006,1.4563106796116505,1.2135922330097086,1.9417475728155336,0.7281553398058253,64.0,3.1785714285714284,0.1325494362948643,False
"['100011', '1100', '110', '1', '00', '100001', '010', '01001', '011', '10']",10,3.5,5.428571428571428,4.57142857142857,1.714285714285714,1.9999999999999996,1.714285714285714,1.1428571428571428,100.0,2.577777777777778,7.994621565209087,False
"['1', '11', '100111', '0000101', '1011', '10']",6,3.67,2.452316076294278,3.5422343324250685,1.0899182561307903,1.0899182561307903,0.8174386920980927,0.8174386920980927,36.0,3.2,0.0027659024956962126,False
"['0111', '00011', '1', '0', '10110']",5,3.2,2.1875,2.8125,0.9375,0.625,0.3125,0.9375,25.0,3.0,2.424257347620219e-05,False
"['0000011', '110', '10100', '1', '00', '1010000']",6,4.17,3.8369304556354917,2.158273381294964,0.7194244604316546,1.1990407673860912,1.4388489208633093,0.47961630695443647,36.0,3.8,0.0006960817988452044,False
"['10', '111', '1', '11', '000111', '11011', '00010', '10010', '0101110']",9,4.0,3.75,5.25,1.5,1.75,0.75,1.5,81.0,3.0555555555555554,23.71039451428934,False
"['101', '1', '11', '101110', '00111', '100']",6,3.33,2.1021021021021022,3.903903903903904,0.9009009009009009,1.2012012012012012,0.6006006006006006,0.9009009009009009,36.0,2.6666666666666665,0.0005420264086160545,False
"['1111000', '001010', '0', '00', '011100', '1011', '10010', '101100', '110111']",9,4.78,4.393305439330543,4.602510460251046,1.4644351464435146,2.092050209205021,1.2552301255230125,1.4644351464435146,81.0,3.4722222222222223,3816.0691837037716,False
"['001001', '1000', '0', '000000']",4,4.25,3.2941176470588234,0.7058823529411764,0.47058823529411764,0.47058823529411764,1.4117647058823528,0.0,16.0,3.5,2.023126027524663e-05,False
"['101', '111', '1', '1111001', '0001', '0001110', '1011', '0100', '100']",9,4.0,4.0,5.0,1.5,1.5,1.25,1.25,81.0,3.0277777777777777,23.80580992474014,False
"['101', '1', '0011111', '0', '0100111', '1010011', '01100', '000100', '1010', '100']",10,4.4,4.999999999999998,5.0,2.0454545454545454,2.0454545454545454,1.5909090909090908,1.1363636363636362,100.0,3.6,5141.937163796925,False
"['00', '00101', '000001', '0']",4,3.5,3.1428571428571423,0.8571428571428571,0.8571428571428571,0.2857142857142857,1.1428571428571428,0.0,16.0,3.1666666666666665,6.675816764344333e-07,False
"['0110', '1', '111000', '11', '00', '01', '0011', '1011011', '000']",9,3.44,4.36046511627907,4.651162790697675,1.4534883720930232,1.1627906976744187,1.1627906976744187,1.744186046511628,81.0,2.9166666666666665,0.43070091528428733,False
"['001110', '00', '01', '010', '00000']",5,3.6,3.611111111111111,1.3888888888888888,0.8333333333333334,0.5555555555555556,1.1111111111111112,0.2777777777777778,25.0,2.7,4.796938291578214e-05,False
"['1', '0', '00', '01', '01011', '1100', '10']",7,2.43,3.7037037037037033,3.2921810699588474,1.2345679012345678,1.2345679012345678,0.8230452674897119,0.8230452674897119,49.0,2.142857142857143,4.0606316514620656e-05,False
"['1', '0', '00', '01', '1011']",5,2.0,2.5,2.5,1.0,0.5,0.5,0.5,25.0,1.8,4.483819608699808e-07,False
"['00', '01', '0001', '011101', '0010010', '0100', '0010', '1000101']",8,4.5,5.111111111111111,2.888888888888889,2.2222222222222223,1.5555555555555556,1.5555555555555558,0.2222222222222222,64.0,3.0,2.4361718654919002,False
"['0111', '001', '111', '1', '1101', '1111']",6,3.17,1.2618296529968454,4.73186119873817,0.946372239747634,0.31545741324921134,0.31545741324921134,1.5772870662460567,36.0,1.9333333333333333,0.0001646666806976668,False
"['1110', '1', '11', '0']",4,2.0,1.0,3.0,0.0,0.5,0.0,1.0,16.0,2.0,2.4748354983083355e-07,False
"['1100001', '1', '101111', '1101010', '0001', '10000', '0100010', '101101']",8,5.38,4.089219330855019,3.903345724907063,1.6728624535315988,1.8587360594795541,1.1152416356877324,0.9293680297397771,64.0,3.5,3496.914954443582,False
"['001110', '110', '1', '0110', '1001000', '01001', '100', '10']",8,3.88,4.381443298969073,3.6082474226804124,1.2886597938144333,2.061855670103093,1.288659793814433,0.7731958762886599,64.0,2.892857142857143,0.2588623287278655,False
"['1', '0110', '01', '0000101', '111100', '00000', '10101', '1100', '100', '000']",10,4.0,6.0,4.0,1.5,1.75,2.0,1.0,100.0,3.088888888888889,318.152647966671,False
"['0000', '0110', '11', '0011111', '1101', '111100', '00000', '1010']",8,4.5,4.0,4.0,0.8888888888888888,1.1111111111111112,1.3333333333333333,1.5555555555555556,64.0,3.2857142857142856,0.9507574338027257,False
"['000010', '1', '0', '1111101', '101100', '10']",6,3.83,2.8720626631853787,3.1331592689295036,0.7832898172323759,1.3054830287206265,0.7832898172323759,0.7832898172323759,36.0,4.0,0.0002494648046919443,False
"['001110', '001', '0101', '0100011', '11001', '000']",6,4.67,3.4261241970021414,2.569593147751606,1.4989293361884368,0.8565310492505354,1.0706638115631693,0.6423982869379015,36.0,2.8,0.04119009723067155,False
"['110011', '110010', '1011', '100101', '0010', '00111', '10']",7,4.71,3.184713375796178,3.8216560509554136,1.48619957537155,1.6985138004246285,1.0615711252653928,1.0615711252653928,49.0,2.5714285714285716,4.130556647130658,False
"['1011110', '11', '00', '01', '1000', '10011', '010', '1001100', '00001']",9,4.11,4.8661800486618,4.13625304136253,1.45985401459854,1.7031630170316299,1.7031630170316299,1.21654501216545,81.0,3.0555555555555554,47.03011784912458,False
"['0111', '10100', '010', '1011', '01100', '0011', '1010', '0110110', '011', '11110']",10,4.4,4.318181818181818,5.681818181818182,2.2727272727272725,2.2727272727272725,0.6818181818181818,2.0454545454545454,100.0,2.2222222222222223,3491.9810189642276,False
"['10100', '111001', '01', '01001', '0100', '111010', '000']",7,4.43,3.8374717832957113,3.1602708803611748,1.580135440180587,1.580135440180587,1.1286681715575622,0.4514672686230249,49.0,2.4761904761904763,0.8332349218315037,False
"['101011', '010110', '101', '001', '00', '110001', '1010', '1100', '100', '10']",10,3.9,5.128205128205129,4.871794871794872,2.0512820512820515,2.8205128205128207,1.2820512820512822,1.0256410256410258,100.0,2.4,154.8982350280147,False
"['001', '011001', '00011', '1', '0', '0010111', '0011', '0100', '10010']",9,4.0,5.0,4.0,2.25,1.25,1.75,1.0,81.0,3.0555555555555554,5.527478282937225,False
"['0111111', '1', '010101', '110010', '00', '0', '0100011', '10']",8,4.0,3.75,4.25,1.75,1.5,0.75,1.25,64.0,3.8214285714285716,1.1107729287685777,False
"['10', '110', '101010', '0', '100001', '011', '10010']",7,3.71,3.773584905660377,3.234501347708895,1.3477088948787062,2.1563342318059298,0.8086253369272236,0.5390835579514824,49.0,2.857142857142857,0.02823758306697706,False
"['000000', '0', '0100000', '11000', '10111']",5,4.8,3.5416666666666665,1.4583333333333335,0.4166666666666667,0.625,1.25,0.4166666666666667,25.0,4.0,2.7916976298396448e-05,False
"['111011', '001', '1110', '1', '11', '100110', '00', '0000111', '01011', '011', '01010']",11,4.0,4.75,6.25,2.25,1.75,1.25,2.0,121.0,2.981818181818182,6157.503972780636,False
"['001110', '110100', '0', '0001', '1000', '0110110', '1000001', '0010']",8,4.88,4.918032786885246,3.0737704918032787,1.434426229508197,1.639344262295082,1.4344262295081966,0.819672131147541,64.0,3.4642857142857144,66.15755690499485,False
"['1', '1011001', '11']",3,3.33,0.9009009009009009,2.1021021021021022,0.6006006006006006,0.6006006006006006,0.3003003003003003,0.6006006006006006,9.0,4.0,1.2076088061773446e-06,False
"['1100011', '101', '0110000', '1', '11', '110011', '001111', '1001', '011011']",9,4.67,3.6402569593147756,5.353319057815846,1.7130620985010707,1.2847965738758031,1.2847965738758031,2.1413276231263385,81.0,3.4444444444444446,1582.7542454312527,False
"['111', '10100', '110', '1001111', '0', '10000', '11001', '10', '000']",9,3.78,4.4973544973544985,4.497354497354498,0.7936507936507937,1.8518518518518523,1.5873015873015877,1.322751322751323,81.0,2.9166666666666665,7.5932338967999975,False
"['1100001', '10100', '11', '01111', '1111']",5,4.6,1.7391304347826089,3.2608695652173916,0.6521739130434783,0.6521739130434783,0.6521739130434783,1.3043478260869565,25.0,3.3,0.005323802069395053,False
"['111', '1', '01111', '0', '1000', '01001', '000100']",7,3.57,3.6414565826330536,3.3613445378151257,1.1204481792717087,0.8403361344537815,1.1204481792717087,0.8403361344537815,49.0,3.2857142857142856,0.01928605969312729,False
"['0111', '1', '01111', '00', '111100']",5,3.6,1.6666666666666667,3.3333333333333335,0.5555555555555556,0.2777777777777778,0.5555555555555556,1.3888888888888888,25.0,3.2,0.00010546542671446413,False
"['111', '0', '01', '1000', '011', '100']",6,2.67,2.9962546816479403,2.9962546816479403,0.7490636704119851,0.7490636704119851,0.7490636704119851,0.7490636704119851,36.0,2.1333333333333333,4.083686541578359e-05,False
"['110110', '100110', '001', '110100', '0', '0011000', '1011011', '11000']",8,5.12,4.1015625,3.90625,1.3671875,1.953125,1.171875,1.5625,64.0,3.357142857142857,975.3496727227624,False
"['110000', '001', '1', '0', '01', '0011', '00000', '1100', '01010']",9,3.44,5.813953488372093,3.1976744186046515,1.4534883720930232,1.1627906976744187,2.0348837209302326,0.872093023255814,81.0,2.888888888888889,0.7474030388798552,False
"['00', '11111', '1011101', '0']",4,3.75,1.3333333333333333,2.6666666666666665,0.5333333333333333,0.5333333333333333,0.26666666666666666,0.8,16.0,4.0,8.445636099689203e-06,False
"['0', '1011011', '101100', '101001', '0010', '1111', '00010', '10010']",8,4.75,4.0,3.9999999999999996,1.6842105263157894,2.1052631578947367,1.0526315789473684,1.0526315789473684,64.0,3.107142857142857,51.191400159811984,False
"['101', '001', '0', '1010', '0010101']",5,3.6,2.7777777777777777,2.2222222222222223,1.6666666666666665,1.3888888888888888,0.5555555555555556,0.0,25.0,2.8,0.00014078444881586815,False
"['0000', '1101', '0', '110010', '0101111', '000100', '1010', '011010', '0101101', '011']",10,4.8,5.208333333333333,4.791666666666667,2.5000000000000004,2.291666666666667,1.0416666666666667,1.4583333333333333,100.0,3.2444444444444445,6125.241518550327,False
"['00011', '0', '01100', '100', '01110', '00110']",6,4.0,3.5,2.5,1.0,1.0,1.0,1.0,36.0,2.8,0.001161660053656652,False
"['001', '110', '11', '1', '0', '11100', '000']",7,2.57,3.501945525291829,3.501945525291829,0.38910505836575876,0.7782101167315175,1.1673151750972763,1.1673151750972763,49.0,2.3333333333333335,3.6336408257515324e-05,False
"['111111', '111', '100', '0100']",4,4.0,1.25,2.75,0.25,0.5,0.5,1.0,16.0,3.1666666666666665,6.808501222152797e-05,False
"['001', '101', '11', '0', '1111', '100']",6,2.67,2.247191011235955,3.7453183520599254,0.7490636704119851,0.7490636704119851,0.7490636704119851,1.1235955056179776,36.0,2.066666666666667,9.846656419599888e-06,False
"['001110', '1', '11', '111000', '0', '1111011', '01011', '10', '000']",9,3.67,3.814713896457766,5.177111716621254,1.0899182561307903,1.3623978201634879,0.8174386920980927,1.907356948228883,81.0,3.4722222222222223,0.9295283812055253,False
"['0111', '1', '11', '000110', '0', '00', '01', '011111', '101101', '01011', '011']",11,3.45,4.347826086956522,6.666666666666667,2.608695652173913,1.1594202898550725,0.5797101449275363,2.318840579710145,121.0,2.8,51.233959221184506,False
"['01', '0', '100000']",3,3.0,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,9.0,3.6666666666666665,2.218339942461253e-07,False
"['111', '01000', '0', '0100', '0101011', '000']",6,3.83,3.655352480417754,2.3498694516971277,1.3054830287206265,1.0443864229765012,0.7832898172323759,0.5221932114882506,36.0,3.066666666666667,0.005273143781176515,False
"['00', '10', '0000000']",3,3.67,2.7247956403269757,0.2724795640326976,0.0,0.2724795640326976,1.0899182561307903,0.0,9.0,4.0,3.549343907938005e-07,False
"['001', '10100', '11', '0', '1101', '001111', '1000', '1011', '0011', '101101', '1111110']",11,4.18,4.306220095693781,6.698564593301436,1.9138755980861248,1.9138755980861246,1.196172248803828,2.392344497607656,121.0,3.0,5493.510310024779,False
