language,length,average_word_length,frequency_of_1,frequency_of_0,frequency_of_01,frequency_of_10,frequency_of_11,frequency_of_00,entropy,special,classe
"['11', '01101', '00100', '10', '01']",5,3.2,2.5,2.5,1.25,0.9375,0.625,0.625,0.7385757378684061,0,4.6486145371753984e-05,False
"['1101', '00', '11', '100111', '100001', '0101', '010011', '1100011', '01']",9,4.33,4.157043879907621,4.849884526558892,2.0785219399538106,1.3856812933025404,1.3856812933025404,1.3856812933025404,0.7370108809558182,1,210.02371324290436,False
"['00', '01100', '001110', '1101110', '0', '01']",6,3.83,3.1331592689295036,2.8720626631853783,1.0443864229765012,1.0443864229765012,0.7832898172323759,1.0443864229765012,0.6390118605035499,1,0.0005557281239169129,False
"['0110001', '0101110', '1010101', '1000', '1', '000000', '0010001', '110', '00110']",9,5.22,5.363984674329503,3.6398467432950192,1.9157088122605368,1.9157088122605366,1.5325670498084294,0.7662835249042146,0.7243699477375196,1,25084.316403078432,False
"['1001110', '0101111', '0111', '11', '1111010', '001000', '110110', '0', '1011111', '01']",10,4.9,3.6734693877551012,6.3265306122448965,1.8367346938775508,1.8367346938775508,0.6122448979591836,2.2448979591836733,0.6682738431911818,1,143365.63604509018,False
"['10110', '111', '110100', '1', '11110']",5,4.0,1.5,3.5,0.5,1.25,0.25,1.25,0.5385757378684062,0,0.0006263688023984026,False
"['11101', '00010', '01101', '011', '1', '11111', '0110010', '0']",8,4.0,3.25,4.75,1.75,1.25,0.5,1.5,0.5397913442897668,1,2.028986623077396,False
"['011011', '0', '1', '1000', '0001', '1001', '101', '01']",8,3.12,4.166666666666666,3.846153846153846,1.923076923076923,1.282051282051282,0.9615384615384615,0.641025641025641,0.6823934896284056,0,0.007462567489179978,False
"['101', '011100', '11', '000101', '1000000', '0101000', '0111011', '10010', '010101', '10111']",10,5.4,5.185185185185184,4.814814814814814,2.407407407407407,2.222222222222222,1.296296296296296,0.9259259259259258,0.7847384273166599,0,5104111.554300994,False
"['01111', '11', '1011', '0001010', '0', '10']",6,3.5,2.571428571428571,3.428571428571428,1.1428571428571428,1.1428571428571428,0.2857142857142857,1.1428571428571428,0.5660544646521877,0,0.000723413133398791,False
"['1110100', '00101', '01', '111', '101000', '0101', '011', '1001', '1100110', '001101', '100110']",11,4.82,5.186721991701244,5.809128630705393,2.697095435684647,2.489626556016597,1.4522821576763483,1.4522821576763483,0.888908957693832,0,3091121.9262167565,False
"['10110', '1101001', '000', '1', '010011']",5,4.4,2.4999999999999996,2.5,1.1363636363636362,1.1363636363636362,0.6818181818181818,0.6818181818181818,0.5912357460977841,1,0.0024883010990515682,False
"['100', '01100', '10100', '000100', '111011', '001001', '001', '10']",8,4.5,4.666666666666667,3.333333333333334,1.5555555555555554,1.7777777777777781,1.7777777777777777,0.6666666666666666,0.8746041917961893,1,19.62678763919078,False
"['11', '011', '00011', '1011110', '0000100', '10']",6,4.33,3.0023094688221708,3.0023094688221708,0.9237875288683602,0.9237875288683602,0.9237875288683602,1.1547344110854503,0.7240066292763528,1,0.0394225752636296,False
"['1110100', '1101001', '100111', '1100010', '110011', '101010', '011', '101011', '1', '10100', '1011101']",11,5.55,4.504504504504504,6.486486486486486,2.5225225225225225,3.063063063063063,1.0810810810810811,1.6216216216216215,0.8602671733947284,0,795779714.1775113,False
"['101001', '00', '1011100', '1', '0000', '10', '01']",7,3.43,4.081632653061224,2.9154518950437316,1.1661807580174925,1.4577259475218658,1.4577259475218658,0.29154518950437314,0.5693183051477503,0,0.006414531772948265,False
"['111', '00', '110', '0001', '0']",5,2.6,2.692307692307692,2.3076923076923075,0.3846153846153846,0.3846153846153846,0.7692307692307692,0.7692307692307692,0.3459147917027245,0,6.124281996149905e-06,False
"['111', '11', '0101110', '011', '1011', '1110', '0001', '10']",8,3.62,2.7624309392265194,5.248618784530387,1.3812154696132597,1.3812154696132597,0.27624309392265195,1.6574585635359116,0.6671697929332675,1,0.27357555643660625,False
"['1110010', '0011011', '11', '1', '101', '1011011', '10']",7,4.14,2.415458937198068,4.5893719806763285,1.4492753623188408,1.6908212560386475,0.48309178743961356,1.4492753623188408,0.6788389535270891,1,0.28466074259777296,False
"['0111', '00', '1101', '11', '100001', '1111', '1110', '101', '0001011']",9,4.0,3.5,5.5,1.5,1.25,1.0,1.75,0.5839615752800699,0,14.325128651007423,False
"['010', '000', '011', '1', '000100']",5,3.2,3.4375,1.5625,0.9375,0.625,0.9375,0.3125,0.4973228179514667,1,1.4005489226729122e-05,False
"['01001', '011', '10', '1']",4,2.75,1.8181818181818183,2.181818181818182,1.0909090909090908,0.7272727272727273,0.36363636363636365,0.36363636363636365,0.7223116071272895,0,6.29107343057371e-07,False
"['1001000', '111', '1101', '0110', '1111000', '0', '01']",7,4.0,3.25,3.75,1.0,1.25,0.75,1.25,0.6656609755800023,1,0.09094206345330856,False
"['0', '1001011', '011', '1']",4,3.0,1.6666666666666665,2.3333333333333335,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.4758809925221853,1,1.255095145570656e-06,False
"['100', '0000110', '111', '0101', '0001', '1110', '0011', '0', '0000100', '0010']",10,4.1,6.097560975609757,3.9024390243902447,1.707317073170732,1.4634146341463417,2.195121951219513,0.9756097560975611,0.6806923554580846,0,463.5060933652697,False
"['100', '00', '0001', '00111', '101100', '010101', '10001', '10']",8,4.12,4.611650485436894,3.3980582524271843,1.6990291262135924,1.699029126213592,1.4563106796116503,0.4854368932038835,0.83393439342787,0,2.2438739367461995,False
"['010', '100110', '110', '1', '0', '010110', '0110']",7,3.43,3.498542274052478,3.498542274052478,1.4577259475218658,2.040816326530612,0.29154518950437314,1.1661807580174925,0.6909416668727113,0,0.0032481666281962947,False
"['0111', '00', '00010', '0', '1111', '0001', '110', '100011']",8,3.62,4.143646408839779,3.867403314917127,1.1049723756906078,0.8287292817679559,1.1049723756906078,1.3812154696132597,0.5328475222325146,0,0.12245710808525846,False
"['0010', '11', '1', '0100101', '0000010', '11110', '10', '01']",8,3.75,4.266666666666667,3.7333333333333334,1.5999999999999999,1.5999999999999999,1.0666666666666667,0.8,0.6387633917453843,0,0.10157449086394718,False
"['0001001', '1110110', '011', '0101010', '0', '10']",6,4.5,3.111111111111111,2.888888888888889,1.5555555555555554,1.5555555555555554,0.4444444444444444,0.6666666666666666,0.7716275178703338,1,0.007214630739431211,False
"['00101', '10001', '100101', '0101', '1', '0', '11001', '10']",8,3.62,4.143646408839779,3.867403314917127,2.2099447513812156,1.9337016574585635,1.1049723756906078,0.27624309392265195,0.7391064729205007,0,0.04840746935300979,False
"['1100', '0100', '11', '000', '0101', '011', '001', '0000', '0001110', '0001011']",10,4.1,6.097560975609757,3.9024390243902447,1.9512195121951221,1.2195121951219514,1.9512195121951221,1.2195121951219514,0.6618326064636616,0,703.0030496041885,False
"['000', '1100', '111', '1']",4,2.75,1.8181818181818181,2.1818181818181817,0.0,0.36363636363636365,0.7272727272727273,0.7272727272727273,0.25,0,2.1524829754194347e-07,False
"['0101100', '111', '00', '0011000', '100111', '1', '1100111', '101', '01']",9,4.22,4.028436018957346,4.976303317535545,1.6587677725118484,1.4218009478672986,1.4218009478672986,1.4218009478672986,0.616451215697388,1,44.54298981378044,False
"['1010', '01010', '1010100', '0101', '011', '1', '01']",7,3.71,3.504043126684636,3.504043126684636,2.425876010781671,2.1563342318059298,0.2695417789757412,0.2695417789757412,0.83921065207763,1,0.025752624213954516,False
"['0101001', '01100', '11', '0', '110', '101', '101100']",7,3.86,3.367875647668394,3.6269430051813476,1.5544041450777204,1.8134715025906738,0.7772020725388602,1.0362694300518136,0.6846814855139856,0,0.0257958337127784,False
"['1001110', '1101', '101010', '1', '1011', '101', '01']",7,3.86,2.590673575129534,4.404145077720208,1.8134715025906738,2.072538860103627,0.2590673575129534,0.7772020725388602,0.7894400312867152,1,0.04913115269803951,False
"['000', '01101', '1001011', '0101', '1', '011', '1001', '110', '001101', '11000']",10,4.1,4.878048780487806,5.121951219512196,2.439024390243903,1.9512195121951221,1.2195121951219514,1.4634146341463417,0.776372099305257,1,48.551002443140966,False
"['010', '1101', '1010100', '1', '1011111', '10', '01']",7,3.71,2.695417789757412,4.3126684636118595,1.6172506738544474,1.8867924528301887,0.2695417789757412,0.8086253369272236,0.7580678390186002,0,0.014225461994150309,False
"['1011001', '01111', '011', '000000', '1010001', '1001', '11010', '10']",8,4.88,4.0983606557377055,3.8934426229508197,1.639344262295082,1.639344262295082,1.2295081967213117,1.0245901639344264,0.822703849433128,1,199.81481474483698,False
"['01000', '11010', '1', '01']",4,3.25,2.153846153846154,1.8461538461538463,0.9230769230769231,0.9230769230769231,0.3076923076923077,0.3076923076923077,0.6732196723355077,0,2.3510937233929187e-06,False
"['111', '01010', '11', '0111101', '1110', '00110', '10001', '01']",8,4.12,3.1553398058252426,4.854368932038835,1.699029126213592,1.4563106796116503,0.4854368932038835,1.4563106796116503,0.6984063095487212,0,4.097495078092914,False
"['01001', '0111', '11', '1', '10100', '0', '100011', '11010']",8,3.62,3.591160220994475,4.419889502762431,1.6574585635359116,1.6574585635359118,0.8287292817679559,1.1049723756906078,0.5905162384778924,0,0.08284228264351697,False
"['0', '001100', '0001', '0011']",4,3.75,2.6666666666666665,1.3333333333333335,0.8,0.26666666666666666,1.0666666666666667,0.5333333333333333,0.6823934896284056,1,3.2141666072567503e-06,False
"['00', '011', '1', '1110', '0', '001100', '10001', '01']",8,3.0,4.333333333333333,3.6666666666666665,1.3333333333333333,1.0,1.3333333333333333,1.0,0.5773525483778476,1,0.0010741560748559957,False
"['01111', '0101111', '00010', '0011000', '1', '0001', '101101', '001001', '110', '01']",10,4.6,5.000000000000001,5.000000000000001,2.3913043478260874,1.5217391304347827,1.3043478260869565,1.521739130434783,0.7736262953530589,1,14056.225189044157,False
"['1100', '010000', '000000', '1', '001', '0110000', '0', '00110', '00111', '10']",10,4.0,6.75,3.25,1.25,1.25,2.75,1.0,0.6373340013178812,1,350.14697245845,False
"['010', '11', '10100', '11110', '10']",5,3.4,2.058823529411765,2.9411764705882355,0.5882352941176471,1.4705882352941178,0.29411764705882354,0.8823529411764706,0.7222349046793041,0,3.971216706495574e-05,False
"['01111', '0010', '11', '0', '1', '1001', '001', '00000', '11110']",9,3.33,4.504504504504505,4.504504504504505,1.2012012012012012,0.9009009009009009,1.5015015015015014,1.5015015015015014,0.4637144609209274,1,0.23537025928391672,False
"['00', '011011', '000', '0000011', '110', '001', '11001']",7,4.14,4.1062801932367154,2.8985507246376816,1.2077294685990339,0.7246376811594204,1.4492753623188406,1.2077294685990339,0.655565523597824,0,0.033649943722894385,False
"['00101', '000', '1', '0001', '101100', '10', '01']",7,3.29,4.25531914893617,2.735562310030395,1.519756838905775,1.21580547112462,1.21580547112462,0.303951367781155,0.6831755312734001,1,0.000789594928789327,False
"['1010', '00010', '1', '011101', '01010']",5,4.2,2.619047619047619,2.380952380952381,1.4285714285714284,1.4285714285714284,0.23809523809523808,0.23809523809523808,0.7222349046793042,0,0.001099657174972367,False
"['1010', '0101', '1010101', '1101011', '0110000', '110', '001100', '10']",8,5.0,4.0,4.0,2.0,2.4000000000000004,0.8,1.0,0.9435076176595616,0,369.95144989277514,False
"['010', '101110', '1', '000011', '100000', '110', '101', '11001']",8,4.12,4.126213592233009,3.883495145631068,1.2135922330097086,1.699029126213592,1.2135922330097086,0.970873786407767,0.7765565232969338,0,1.522379804830729,False
"['111000', '0', '00']",3,3.0,2.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1,6.211351838891509e-07,False
"['10110', '0100', '11', '110111', '0', '010000', '1', '01110', '1001', '0001110']",10,4.1,4.878048780487806,5.121951219512196,1.707317073170732,1.9512195121951221,1.2195121951219514,1.4634146341463417,0.603845229269943,1,637.6983590027153,False
"['01000', '001110', '11', '001000', '000100', '10101', '0', '101', '0110100', '0010']",10,4.5,6.222222222222222,3.7777777777777772,2.222222222222222,2.222222222222222,1.7777777777777777,0.6666666666666666,0.6707725627186614,1,3764.2613360942237,False
"['100', '1100', '0100', '1101', '00', '1010101', '1', '1000', '011', '10']",10,3.4,5.2941176470588225,4.705882352941176,1.7647058823529413,2.6470588235294112,1.4705882352941178,0.8823529411764706,0.725565417752063,0,4.259630843554542,False
"['010', '0001001', '00', '110001', '1', '00011', '0', '101', '10', '01']",10,3.2,5.9375,4.0625,2.1875,1.5625,1.5625,0.625,0.667066283113028,1,0.4626496682763773,False
"['010000', '011', '1', '000011', '0']",5,3.4,3.235294117647059,1.7647058823529411,0.8823529411764706,0.29411764705882354,1.1764705882352942,0.5882352941176471,0.4973228179514667,0,2.8009314698501398e-05,False
"['100', '111', '00', '000001', '011001', '1001', '111110', '11010', '10', '01']",10,3.9,4.871794871794872,5.128205128205129,1.5384615384615385,1.7948717948717952,1.5384615384615385,1.2820512820512822,0.7189291271805867,0,139.36212042616086,False
"['011100', '00', '011', '1000011', '0000101', '1101110', '1001', '01']",8,4.75,4.2105263157894735,3.7894736842105265,1.6842105263157894,1.263157894736842,1.4736842105263157,1.0526315789473684,0.8287206384027503,0,62.77141567755048,False
"['111', '00101', '1110110', '11', '101110', '1', '01011', '1001', '10001', '10']",10,4.0,3.75,6.25,2.0,2.25,0.75,1.5,0.6694268185985127,1,410.75540139377745,False
"['100', '101', '0', '10']",4,2.25,2.2222222222222223,1.7777777777777777,0.4444444444444444,1.3333333333333333,0.4444444444444444,0.0,0.7091479170272448,0,3.098743607125563e-07,False
"['00', '110', '010111', '0100101', '1110', '0111000', '0', '10']",8,4.0,4.0,4.0,1.5,1.75,0.75,1.0,0.702290758079577,0,0.4440987578738243,False
"['1100', '111', '1010', '00', '000', '11', '1111', '0001000']",8,3.62,4.143646408839779,3.8674033149171274,0.5524861878453039,1.1049723756906078,1.38121546961326,1.38121546961326,0.32395909732279093,0,0.2259809852773492,False
"['10011', '00001', '1', '001011', '0']",5,3.6,2.7777777777777777,2.2222222222222223,1.1111111111111112,0.5555555555555556,1.1111111111111112,0.5555555555555556,0.5385757378684062,0,0.00012981780801781816,False
"['0', '0110100', '0011', '1']",4,3.25,2.153846153846154,1.8461538461538463,0.9230769230769231,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.4963070340085629,0,1.7375840830559784e-06,False
"['010', '111', '000', '011', '010010', '0100010', '0', '001']",8,3.62,4.972375690607735,3.0386740331491713,1.9337016574585637,1.38121546961326,1.1049723756906078,0.5524861878453039,0.5670379880980736,1,0.10053686928817325,False
"['110', '010111', '11', '011', '0']",5,3.0,1.6666666666666665,3.333333333333333,1.0,0.6666666666666666,0.0,1.3333333333333333,0.5509775004326938,0,2.171366594179636e-05,False
"['100', '1010', '1111', '1', '111010', '0001', '10101']",7,3.86,2.8497409326424874,4.145077720207254,1.295336787564767,1.8134715025906738,0.5181347150259068,0.7772020725388602,0.6598314838603972,0,0.04672785390928996,False
"['01000', '1011100', '11', '00110', '1101110', '0011', '0', '10010', '1110000']",9,4.78,4.602510460251046,4.393305439330543,1.2552301255230125,1.8828451882845187,1.4644351464435146,1.4644351464435146,0.7219340138257593,1,1108.3923839768233,False
"['010', '01111', '000', '11011', '1']",5,3.4,2.0588235294117645,2.9411764705882355,0.8823529411764706,0.5882352941176471,0.29411764705882354,1.1764705882352942,0.47243040476584286,0,3.369353350856555e-05,False
"['1100101', '00', '0011111', '011', '1', '1000', '0001', '10010', '001', '10']",10,3.8,5.2631578947368425,4.736842105263158,1.8421052631578945,1.5789473684210527,1.8421052631578945,1.0526315789473684,0.7278447216082796,0,90.27028595954697,False
"['010', '00', '00100', '1', '0010001', '10101', '0', '10']",8,3.25,5.23076923076923,2.769230769230769,1.8461538461538463,1.8461538461538463,1.5384615384615385,0.0,0.5592868864953939,1,0.008878550338694755,False
"['11', '0111111', '10', '1']",4,3.0,0.6666666666666666,3.3333333333333335,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,0.39791819464558187,0,3.7236915627908193e-06,False
"['00', '110', '011', '1', '1011010', '0', '001111', '11010', '10']",9,3.33,3.9039039039039034,5.105105105105105,1.5015015015015014,2.1021021021021022,0.6006006006006006,1.8018018018018016,0.6345629147391543,1,0.10051078386345141,False
"['100', '00', '110', '11', '10011', '001000', '1', '1000', '10101', '0', '00111']",11,3.36,5.952380952380952,5.059523809523809,1.4880952380952381,2.0833333333333335,2.0833333333333335,1.1904761904761905,0.5646130906891339,1,27.385263642505162,False
"['0100', '1101', '11', '110111', '0', '1000000', '1111', '110011', '1011', '110', '11001']",11,4.18,4.3062200956937815,6.698564593301437,1.4354066985645937,1.913875598086125,1.4354066985645937,2.6315789473684217,0.5893701669247026,0,8103.653402741132,False
"['00', '11', '1000011', '0', '10']",5,2.8,2.857142857142857,2.142857142857143,0.35714285714285715,0.7142857142857143,1.0714285714285714,0.7142857142857143,0.3970456272068503,0,3.0030776971069214e-06,False
"['0111', '111001', '011', '1', '001000', '0', '101', '00000', '10']",9,3.44,4.941860465116279,4.069767441860465,1.4534883720930234,1.1627906976744187,1.4534883720930232,0.872093023255814,0.579576449807884,0,0.4898816893682795,False
"['01100', '010111', '00100', '011', '1', '11010', '10']",7,3.86,3.367875647668394,3.6269430051813476,1.5544041450777204,1.5544041450777204,0.7772020725388602,1.0362694300518136,0.7857744217008112,0,0.030808089228889626,False
"['0', '01000', '001']",3,3.0,2.333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.546741309647284,0,9.01200601624884e-08,False
"['1100', '0011011', '110010', '101110', '011', '0', '001101']",7,4.71,3.184713375796178,3.821656050955414,1.48619957537155,1.48619957537155,0.8492569002123143,1.4861995753715498,0.831688543449033,0,3.8973587337455746,False
"['010', '110', '1001111', '101011', '000000', '0', '001', '0010']",8,4.12,4.611650485436893,3.3980582524271843,1.4563106796116503,1.4563106796116503,1.4563106796116503,0.970873786407767,0.6684477536554652,0,1.5786601558805293,False
"['100', '101001', '1100', '11', '000', '0101', '1', '0', '10']",9,2.89,4.844290657439446,4.1522491349480966,1.3840830449826989,2.0761245674740483,1.3840830449826989,0.6920415224913494,0.5464773148949433,0,0.018039227071578037,False
"['111000', '1', '0', '001', '10', '01']",6,2.5,3.2,2.8,0.8,0.8,0.8,0.4,0.6530493056757483,1,2.0071123860650206e-05,False
"['00101', '00010', '111000', '0', '101', '11010', '11000']",7,4.29,3.962703962703962,3.0303030303030303,1.1655011655011656,1.6317016317016315,0.9324009324009324,0.6993006993006993,0.7932965303294083,1,0.10148476938698485,False
"['01111', '111', '00', '0001', '1110', '0']",6,3.17,2.5236593059936903,3.4700315457413247,0.6309148264984227,0.31545741324921134,0.6309148264984227,1.2618296529968454,0.39074739063427133,1,0.00018034826439717182,False
"['10110', '000', '110011', '0101', '1', '110', '0000', '11110', '01010']",9,4.0,4.5,4.5,1.5,2.0,1.0,1.5,0.6111578835450754,0,21.933878156698892,False
"['0111', '110001', '100001', '000001', '1', '1110', '0011', '0']",8,4.0,4.25,3.75,1.25,0.75,1.5,1.0,0.6488593130776387,1,1.0849417646250923,False
"['100', '101', '1000010', '00', '11', '101101', '0', '00110', '001', '01']",10,3.4,5.588235294117647,4.411764705882353,2.058823529411765,2.0588235294117645,1.7647058823529413,0.8823529411764706,0.6507254499239258,1,4.188922984450296,False
"['000', '11001', '0', '00110', '101111']",5,4.0,2.5,2.5,0.75,0.75,0.75,1.0,0.5183847221115382,0,8.554279298371241e-05,False
"['11', '0111', '1']",3,2.33,0.4291845493562232,2.5751072961373387,0.4291845493562232,0.0,0.0,0.8583690987124464,0.2704260414863776,0,1.5389733350824945e-07,False
"['000', '001', '00', '1']",4,2.25,3.111111111111111,0.8888888888888888,0.4444444444444444,0.0,1.3333333333333333,0.0,0.2295739585136224,0,9.358621632258412e-09,False
"['010', '011100', '00', '110001', '11', '0', '000000', '0110100', '1001', '0000', '10']",11,3.91,7.161125319693094,3.836317135549872,1.534526854219949,1.7902813299232738,2.557544757033248,1.0230179028132993,0.5366839972807947,1,1014.663009917545,False
"['100', '1100', '101011', '01110', '011101', '0000', '00110', '001111', '01']",9,4.56,4.385964912280702,4.605263157894737,1.7543859649122808,1.5350877192982457,1.3157894736842106,1.5350877192982457,0.8461205027919217,1,608.8113931189628,False
"['100', '0111', '00', '01100', '100101', '000001', '11100', '0', '10']",9,3.78,5.29100529100529,3.7037037037037046,1.322751322751323,1.5873015873015877,1.851851851851852,0.7936507936507937,0.7023886187857016,0,4.410174553868036,False
"['01001', '01', '0111', '0111011', '110110', '101', '0010000', '0110']",8,4.75,3.789473684210526,4.210526315789474,2.1052631578947367,1.4736842105263157,0.8421052631578947,1.263157894736842,0.8842017167714674,0,41.83261251184489,False
"['01001', '1101', '00', '11', '1', '0000', '10101', '001', '01']",9,3.11,4.823151125401929,4.180064308681672,2.2508038585209,1.2861736334405145,1.607717041800643,0.6430868167202572,0.5190527941581067,1,0.03809471117347974,False
"['100', '101001', '0100', '000000', '00100', '1', '0', '001', '01']",9,3.44,6.395348837209302,2.616279069767442,1.7441860465116281,1.4534883720930234,2.616279069767442,0.0,0.5966442097172749,1,0.5761941330842582,False
"['1', '0011101', '010010', '0', '00110', '01']",6,3.67,3.269754768392371,2.7247956403269757,1.6348773841961854,1.0899182561307903,0.8174386920980927,0.5449591280653951,0.6457457607572349,0,0.0017864021196459985,False
"['011011', '11', '1000000', '10000', '100011', '0110']",6,5.0,3.4000000000000004,2.6,0.8,1.0,1.2,1.0,0.7053161179206966,1,0.32421166229556647,False
"['0', '11100', '1110', '000010']",4,4.0,2.25,1.75,0.25,0.75,0.75,0.5,0.6080627851405389,1,3.074827129620903e-05,False
"['01111', '00101', '111', '0101', '0010001', '011010', '0010100', '0', '101100', '11000']",10,4.9,5.3061224489795915,4.693877551020408,2.4489795918367343,2.040816326530612,1.4285714285714284,1.2244897959183672,0.7390070420929961,1,111111.6557803697,False
"['0', '10', '0001011', '1']",4,2.75,2.1818181818181817,1.8181818181818183,0.7272727272727273,0.7272727272727273,0.36363636363636365,0.36363636363636365,0.4963070340085629,1,5.563180636953612e-07,False
"['1110010', '01001', '10110', '11101', '0', '10']",6,4.17,2.6378896882494,3.357314148681055,1.1990407673860912,1.6786570743405278,0.47961630695443647,0.7194244604316546,0.7748429033051586,0,0.02077198756853388,False
"['010', '1101', '011', '1110', '111011', '001001', '110', '001']",8,4.0,3.25,4.75,1.75,1.5,0.75,1.5,0.8580072301048836,1,0.7936343326358595,False
"['11', '0', '101000', '0101', '10100', '110', '0110']",7,3.57,3.6414565826330527,3.3613445378151257,1.4005602240896358,1.96078431372549,0.5602240896358543,0.8403361344537815,0.6867917517948067,0,0.016524893155142165,False
"['01111', '11', '1010111', '001010', '011', '10100', '0', '0110']",8,4.12,3.3980582524271847,4.6116504854368925,1.9417475728155336,1.6990291262135924,0.4854368932038835,1.4563106796116503,0.6740738657522051,1,2.2219224536708717,False
"['0', '010100', '1']",3,2.67,1.8726591760299627,1.1235955056179776,0.7490636704119851,0.7490636704119851,0.37453183520599254,0.0,0.3060986113514965,1,5.684496102556961e-08,False
"['0110', '000101', '011', '1', '110', '10', '01']",7,3.0,3.333333333333334,3.666666666666667,1.6666666666666665,1.3333333333333333,0.3333333333333333,1.0,0.8221267860233527,1,0.0004739758598900612,False
"['110', '0', '00', '01']",4,2.0,2.5,1.5,0.5,0.5,0.5,0.5,0.4795739585136224,1,2.006904416695415e-07,False
"['010', '0100', '00', '11', '110111', '000101', '1', '111111', '0110100', '10']",10,3.9,4.3589743589743595,5.641025641025641,1.7948717948717952,1.7948717948717952,1.0256410256410258,1.7948717948717952,0.5283120350250717,0,64.74303124090913,False
"['0', '0000', '1111', '10']",4,2.75,2.181818181818182,1.8181818181818183,0.0,0.36363636363636365,0.7272727272727273,0.7272727272727273,0.25,1,6.447050457778017e-08,False
"['1100', '00101', '0101', '1', '001', '0000', '00011', '0111111', '10111']",9,4.22,4.265402843601896,4.739336492890995,1.8957345971563981,0.9478672985781991,1.4218009478672986,1.4218009478672986,0.6859775440481685,0,96.60382674500697,False
"['01100', '11', '110010', '1', '001011', '0011']",6,4.0,2.75,3.25,1.25,1.0,1.0,1.25,0.6618250990757781,1,0.004705844241534738,False
"['01111', '111', '01010', '110', '000', '1100010', '1000', '1011110', '00110', '1100001', '01']",11,4.64,5.387931034482758,5.60344827586207,1.7241379310344827,2.1551724137931036,1.293103448275862,1.9396551724137931,0.7479072802677688,0,423524.7274843769,False
"['0001001', '0101111', '010101', '1010', '01100', '110', '01011', '0', '101', '1011111', '01']",11,4.55,4.835164835164836,6.153846153846155,3.0769230769230775,2.417582417582418,0.6593406593406593,1.5384615384615385,0.8269460702485371,0,31164.360947504592,False
"['100', '111100', '001110', '1', '1001', '10010', '10', '01']",8,3.62,3.867403314917127,4.143646408839779,1.1049723756906078,1.9337016574585637,1.3812154696132597,0.8287292817679559,0.850942782820456,1,0.17240270225832274,False
"['100', '010', '111', '00', '11', '0', '1', '10000', '110', '100010']",10,2.9,5.517241379310345,4.482758620689656,0.6896551724137931,2.0689655172413794,1.7241379310344829,1.0344827586206897,0.439511143110532,1,0.1217761757111575,False
"['0100110', '1010', '010111', '000', '110010', '1', '1000', '0010000', '01']",9,4.44,5.405405405405405,3.603603603603603,1.8018018018018016,2.0270270270270268,1.5765765765765765,0.6756756756756757,0.7007194303478002,0,153.42593310610692,False
"['100', '0100110', '11', '100111', '0', '1001', '11001', '1011010']",8,4.38,3.652968036529681,4.337899543378996,1.5981735159817352,2.0547945205479454,1.1415525114155252,1.1415525114155252,0.7222498168290189,1,9.61091727406894,False
"['100', '010', '111', '00101', '110', '11', '000', '001000', '0', '0000010', '01']",11,3.45,6.9565217391304355,4.057971014492754,1.7391304347826086,1.7391304347826086,2.028985507246377,0.8695652173913044,0.5425030269862563,0,56.67544752607238,False
"['1000010', '000', '11100', '0', '001100', '10']",6,4.0,4.0,2.0,0.5,1.25,1.5,0.5,0.6253944995126316,0,0.006006944291355881,False
"['00', '011', '1000', '11100', '011010', '1001', '001111', '000010']",8,4.5,4.444444444444445,3.555555555555556,1.3333333333333335,1.3333333333333335,1.5555555555555556,1.1111111111111112,0.783605351083892,0,3.969810335470399,False
"['100', '1100', '00', '000', '00111', '0', '000110', '11110', '10']",9,3.44,5.232558139534883,3.7790697674418605,0.5813953488372093,1.4534883720930234,1.7441860465116281,1.4534883720930232,0.6143855952723345,1,0.5893315808078065,False
"['010', '1100', '00', '011', '1']",5,2.6,2.692307692307692,2.3076923076923075,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.5673183336217958,0,2.348390121588044e-06,False
"['11', '111', '00110']",3,3.33,0.9009009009009009,2.1021021021021022,0.3003003003003003,0.3003003003003003,0.3003003003003003,0.9009009009009009,0.3236501981515562,1,1.3836895391102067e-06,False
"['01111', '1000010', '011', '0011', '0110']",5,4.6,2.3913043478260874,2.6086956521739135,1.0869565217391306,0.6521739130434783,0.6521739130434783,1.0869565217391306,0.9006688995016965,0,0.003384202363846405,False
"['1001000', '10', '11', '10011', '1', '110110', '0', '000010', '101111', '0001011']",10,4.3,4.883720930232559,5.116279069767442,1.627906976744186,2.0930232558139537,1.3953488372093024,1.627906976744186,0.6037639976406749,0,2078.745711966499,False
"['100', '0101111', '1101', '101110', '0101', '1111', '1', '10001']",8,4.25,2.823529411764706,5.176470588235294,1.6470588235294117,1.6470588235294117,0.47058823529411764,1.4117647058823528,0.6852426194486765,0,4.883565345868451,False
"['11', '000011', '00']",3,3.33,1.8018018018018018,1.2012012012012012,0.3003003003003003,0.0,0.9009009009009009,0.6006006006006006,0.3060986113514965,0,1.081440721949861e-06,False
